_id,map_id,ogc_fid,stop_numbe,name,category,reference,language,the_geom
423,bus_line_5_no_8,1298,8,សាលារៀន ប្រ៊ីជតុន,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000C1DF7B76828E1D41B01A0CC649A63341
424,bus_line_5_no_9,1300,9,សាលារៀន ប្រ៊ីជតុន,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000A7E2CF67188E1D41278FEFA756A63341
425,bus_line_5_no_10,1156,10,សាកលវិទ្យាល័យ វិទ្យាសាស្រ្តសុខាភិបាលកប់ស្រូវ,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000FF66C4954B8A1D41D11E69B6D4A43341
426,bus_line_5_no_11,1158,11,សាកលវិទ្យាល័យ វិទ្យាសាស្រ្តសុខាភិបាលកប់ស្រូវ,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000ED6BBE15248A1D41697C3FD9C7A43341
427,bus_line_5_no_12,1160,12,វត្តសុវណ្ណមុនីវង្ស,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000008C50FBD5B38C1D41FBEA255F7CA13341
428,bus_line_5_no_13,1162,13,វត្តសុវណ្ណមុនីវង្ស,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000363A8793708C1D41D25795FA6DA13341
429,bus_line_5_no_14,1164,14,វិទ្យាស្ថានអេស៊ីលីដា,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000002D9853D7528F1D41D63EFCD2CC9D3341
430,bus_line_5_no_15,1166,15,វិទ្យាស្ថានអេស៊ីលីដា,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000000D6421180D8F1D41AA224264B59D3341
431,bus_line_5_no_16,1168,16,ហ្រេ្គនភ្នំពេញ,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000007BB359D00B911D41E6003DEF509B3341
432,bus_line_5_no_17,1170,17,ហ្រេ្គនភ្នំពេញ,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000DA1246CAC1901D414EC6D4564E9B3341
433,bus_line_5_no_18,1172,18,ច្រកចូលមជ្ឈមណ្ឌលឱកាសខ្ញុំ,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000BE830095F09A1D4116DB75F505993341
434,bus_line_5_no_19,1174,19,ច្រកចូលមជ្ឈមណ្ឌលឱកាសខ្ញុំ,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000CC63763DAA9A1D41D6A42F04FA983341
435,bus_line_5_no_20,1178,20,រោងចក្របេតុង,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000004625B25C7EA31D41429B0150C7973341
436,bus_line_5_no_21,1180,21,រោងចក្របេតុង,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000C05EF8D731A31D41D3C44EEDB6973341
437,bus_line_5_no_22,1182,22,សាលាបឋមសិក្សាឃ្មួញ,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000004A79677D4CA71D41D23D6ACD6F953341
438,bus_line_5_no_23,1184,23,សាលាបឋមសិក្សាឃ្មួញ,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000E1EA93B003A71D41F0BA196069953341
439,bus_line_5_no_24,1186,24,រោងចក្រយូហូ,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000731F941697A61D4105597497B3923341
440,bus_line_5_no_25,1188,25,រោងចក្រយូហូ,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000B8FAA10D4DA61D41C4AE9878AD923341
441,bus_line_5_no_26,1190,26,បុរីសែនសុខ,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000003785E8B855A61D412877BDA81D903341
442,bus_line_5_no_27,1192,27,បុរីសែនសុខ,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000941200DC68A51D41B7C12F7E27903341
443,bus_line_5_no_29,1196,29,បុរីជីបម៉ុង,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000005E86EFE7A8AE1D41DC512EFB39903341
444,bus_line_5_no_28,1194,28,បុរីជីបម៉ុង,ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000008B609956C9AE1D4196A0C79947903341
445,bus_line_5_no_38,1216,38,កីឡដ្ឋានវេស្ទើន,ខ្សែរថយន្តក្រុងទី ៥ B,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000003BFC791A13BD1D4183595C2FD9883341
446,bus_line_5_no_39,1218,39,កីឡដ្ឋានវេស្ទើន,ខ្សែរថយន្តក្រុងទី ៥ B,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000FAEDEC8A78BC1D4179F54803E0883341
447,bus_line_5_no_50,1244,50,សាលាតិចណូ,ខ្សែរថយន្តក្រុងទី ៥ B,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000507C4393B4D91D41157CCD30BE843341
448,bus_line_5_no_52,1248,52,សាលាបឋមសិក្សាសន្ធរម៉ុក,ខ្សែរថយន្តក្រុងទី ៥ B,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000004120D502BDB1D41F8DE2D0081823341
449,bus_line_5_no_32,1204,32,បុរីពិភពថ្មីកាំកូស៊ីធី,ខ្សែរថយន្តក្រុងទី ៥ B,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000001352F77129BD1D41DB7142A54B8F3341
450,bus_line_5_no_33,1206,33,បុរីពិភពថ្មីកាំកូស៊ីធី,ខ្សែរថយន្តក្រុងទី ៥ B,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000DA83D6A2E3BC1D41D2AEF2EF478F3341
451,bus_line_5_no_60,1266,60,វិទ្យាស្ថានវ៉ាន់ដា,ខ្សែរថយន្តក្រុងទី ៥ B,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D15ACFEFFFE71D417C927C19517A3341
452,bus_line_6_no_1,1302,1,រង្វង់់់មូលកួចកាណុង,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000003495AEE32AF51D414352ED507B8A3341
453,bus_line_6_no_3,1346,3,សាលាបច្ចេកទេស ជេវីស៊ី,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000002F97156E1C0B1E417A728065208D3341
454,bus_line_6_no_2,1324,2,សាលាបច្ចេកទេស ជេវីស៊ី,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000712DB213920A1E410D1F1913298D3341
455,bus_line_6_no_4,1368,4,ក្រុមហ៊ុ៊ុន អាធីឃើ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000058D609563D0E1E41ACFB4520BD8F3341
456,bus_line_6_no_5,1390,5,ក្រុមហ៊ុ៊ុន អាធីឃើ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000008CEA2F64C60E1E410043604A828F3341
457,bus_line_6_no_6,1406,6,វត្តកៀនឃ្លាំង,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000001EE42ED0F60D1E41B974D0DBD7913341
458,bus_line_6_no_7,1408,7,វត្តកៀនឃ្លាំង,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000925F7885640E1E41B4BF8D98EC913341
459,bus_line_6_no_8,1410,8,សាលាអាស៊ី ប៉ាស៊ីហ្វិក,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000077D68012AE0C1E416820A1D31E933341
460,bus_line_6_no_9,1412,9,សាលាអាស៊ី ប៉ាស៊ីហ្វិក,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000C41D6A8A1A0D1E4188F0CD4D3B933341
461,bus_line_6_no_10,1304,10,ភោជនីយដ្ឋានកាដូ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000DE053C0C360B1E412925F97AAF943341
462,bus_line_6_no_11,1306,11,ភោជនីយដ្ឋានកាដូ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000025E85144A10B1E41F5978019CA943341
463,bus_line_6_no_12,1308,12,ក្រុមហ៊ុន VIVO,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000446C1B5E5A091E418E1958936E963341
464,bus_line_6_no_13,1310,13,ក្រុមហ៊ុន VIVO,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000614489DC0D0A1E41DF9AB4B579963341
465,bus_line_6_no_14,1312,14,ក្រុមហ៊ុន ភីហ្សា,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000005FCA1948FB071E41CABEF6B0F4973341
466,bus_line_6_no_15,1314,15,ក្រុមហ៊ុន ភីហ្សា,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000CF1B3FB7AE081E4115748E7AC7973341
467,bus_line_6_no_16,1316,16,ផ្ទះសំណាក់ខ្សាច់មាស,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000443FE15474061E418174C35485993341
468,bus_line_6_no_17,1318,17,ផ្ទះសំណាក់ខ្សាច់មាស,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000BEF30134BA061E41860DDE26CD993341
469,bus_line_6_no_18,1320,18,បុរីរុងរឿង,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000062CD0EC28E041E411E64A6CC6A9B3341
470,bus_line_6_no_19,1322,19,បុរីរុងរឿង,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D829D6066F051E4186EAD8F5229B3341
471,bus_line_6_no_20,1326,20,បុរីហាយលែន,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000002D0A5EA734031E41418D04F1D19C3341
472,bus_line_6_no_21,1328,21,បុរីហាយលែន,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000037C330BCC2031E41D36C9474CF9C3341
473,bus_line_6_no_22,1330,22,វត្តព្រែកលាប,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000AA81ED9E10011E4131F5A7221A9E3341
474,bus_line_6_no_23,1332,23,វត្តព្រែកលាប,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000132C394C83011E411DB2C7BF279E3341
475,bus_line_6_no_24,1334,24,ហាងនំំ លីឌីណា,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000F44224BE8CFC1D41BB6B461696A03341
476,bus_line_6_no_25,1336,25,ហាងនំំ លីឌីណា,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000268C8717CBFC1D41E992BF6BB4A03341
477,bus_line_6_no_26,1338,26,សាលាជាតិកសិកម្មព្រែកលាប,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000003604B6C160F91D414AE21C8FA2A23341
478,bus_line_6_no_27,1340,27,សាលាជាតិកសិកម្មព្រែកលាប,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000005CB1A194B5F91D41FDB2766BE5A23341
479,bus_line_6_no_28,1342,28,បុរី ឌឺមេគង្គរ៉ូយ៉ាល់,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000005A03E7853AF31D4133AE19E319A63341
480,bus_line_6_no_29,1344,29,បុរី ឌឺមេគង្គរ៉ូយ៉ាល់,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000541E2E6B76F31D419FD2680859A63341
481,bus_line_6_no_30,1348,30,កំពង់ចំលងកោះដាច់,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000F90253AEC2F11D419AB68870C9A73341
482,bus_line_6_no_31,1350,31,កំពង់ចំលងកោះដាច់,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000CF0C66B2F4F11D41D6D5DCE052A83341
483,bus_line_6_no_32,1352,32,រោងចក្រកាត់ដេ ជូស៊ីង,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000076B50AD2FF01D4179BD59B83FAA3341
484,bus_line_6_no_33,1354,33,រោងចក្រកាត់ដេ ជូស៊ីង,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000004D33A53DE3F01D413C6943189AAA3341
485,bus_line_6_no_34,1356,34,អគ្គនាយកដ្ឋាន កៅស៊ូ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000005581837A44F01D41249106C5FDAC3341
486,bus_line_6_no_35,1358,35,អគ្គនាយកដ្ឋាន កៅស៊ូ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000811F08FFEDF01D41A48BFEB51CAD3341
487,bus_line_6_no_36,1360,36,វត្តបាក់ខែង,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000A43667CB80F31D41035DAEA5C5AF3341
488,bus_line_6_no_37,1362,37,វត្តបាក់ខែង,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000006046A8B340F41D4173157B40C6AF3341
489,bus_line_6_no_38,1364,38,រោងចក្រកាត់់ដេរ វីឌីអេស,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D22D97B7D5F61D41EE62F606A1B13341
490,bus_line_6_no_39,1366,39,រោងចក្រកាត់់ដេរ វីឌីអេស,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000002B4597C268F71D41F1F63304A1B13341
491,bus_line_6_no_40,1370,40,ស្តុបវិថីឈ្នះឈ្នះ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000363635E92AFC1D4176E09E5DFEB33341
492,bus_line_6_no_41,1372,41,ស្តុបវិថីឈ្នះឈ្នះ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000FE8A44CCEFFC1D419328F9D300B43341
493,bus_line_6_no_42,1374,42,ក្រុមហ៊ុន លីយ៉ុងផាត់,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000E27487D806FA1D41299CD0B0BDB43341
494,bus_line_6_no_43,1376,43,ក្រុមហ៊ុន លីយ៉ុងផាត់,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000004DAFE69A60FA1D411F3649F8E0B43341
495,bus_line_6_no_44,1378,44,សួនវង្វង់មូលវិថីឈ្នះឈ្នះ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000E3DF003A84EC1D41D064A1B569B63341
496,bus_line_6_no_45,1380,45,សួនវង្វង់មូលវិថីឈ្នះឈ្នះ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000006B4A01EEF1EC1D41F499C81490B63341
497,bus_line_6_no_46,1382,46,ភ្នុំពេញសាហ្វារី,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000E213F528FDDB1D41DE545D5620B83341
498,bus_line_6_no_47,1384,47,ភ្នុំពេញសាហ្វារី,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D1A10DD4DCDB1D412B02EB624FB83341
499,bus_line_6_no_48,1386,48,ស្ថានីីយ៍ទូរទស្សន៍ភីអិនអិន,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000BBFF7DDB8BC51D41D7D0F7FAC0B53341
500,bus_line_6_no_49,1388,49,ស្ថានីីយ៍ទូរទស្សន៍ភីអិនអិន,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000FBF559F056C41D414E30FA5706B63341
501,bus_line_6_no_52,1396,52,ការ៉ាស់សាំង តេលា,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000F32DEF2456BB1D4115A0854844B13341
502,bus_line_6_no_53,1398,53,ការ៉ាស់សាំង តេលា,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000003A731B4BE5B91D417FF153CC46B13341
503,bus_line_6_no_54,1400,54,រង្វង់មូលវិថីឈ្នះឈ្នះ (គល់ស្ពានព្រែកព្នៅ),ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000025F829EFF9B21D41F2ED49ABA5AD3341
504,bus_line_6_no_55,1402,55,រង្វង់មូលវិថីឈ្នះឈ្នះ(គល់ស្ពានព្រែកព្នៅ),ខ្សែរថយន្តក្រុងទី ៥ A,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000005A8341C181B11D41E33AC8CE37AD3341
505,bus_line_6_no_50,1392,50,វិមានឈ្នះឈ្នះ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000003E815C31A4BD1D416572ADF043B33341
506,bus_line_6_no_51,1394,51,ពហុកីឡដ្ឋានមរតកតេជោ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000001E5F5891ABD1D4114667E074BB33341
507,bus_line_6_no_56,1404,56,ស្ថានីយ៍ចំណតរថយន្តក្រុងព្រែកព្នៅ,ខ្សែរថយន្តក្រុងទី ៦,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000002B80EAF6A7A41D41C612977A47AF3341
508,bus_line_7_no_1,1414,1,ចំណតរថយន្តក្រុងគីឡូម៉េត្រលេខ ៩,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000480C1F6708C41D41276E8E6A45A03341
509,bus_line_7_no_2,1436,2,វិហារចាមគីឡូលេខ៩,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000003B40E4A1D6C31D4182048F7F46A13341
510,bus_line_7_no_3,1458,3,វិហារចាមគីឡូលេខ៩,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000009E31B86EFFC31D4125DF08E158A13341
511,bus_line_7_no_4,1480,4,ការ៉ាស់សាំង តេលា,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000BDA75A90B8BF1D4137BA15A44FA13341
512,bus_line_7_no_5,1502,5,ការ៉ាស់សាំង តេលា,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000AEA7521736BF1D416E763AEA4BA13341
513,bus_line_7_no_6,1524,6,បុរី ប៉េងហួត,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000826FEE3F3ABE1D415FD225E9F19E3341
514,bus_line_7_no_7,1546,7,បុរី ប៉េងហួត,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000001B1BC24D67BE1D4137DB7A38AF9E3341
515,bus_line_7_no_9,1568,9,ឃ្លាំងស្តុកសាប៊ូ,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000E700A6DEC7C41D41D91EE80B679C3341
516,bus_line_7_no_8,1566,8,ឃ្លាំងស្តុកសាប៊ូ,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000FD420C8BDEC41D4192EC6601A19C3341
517,bus_line_7_no_10,1416,10,អគ្គនាយកដ្ឋានសាធារណការ និងដឹកជញ្ជូន,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000582DBB2D26CA1D41033C2B01B79A3341
518,bus_line_7_no_11,1418,11,អគ្គនាយកដ្ឋានសាធារណការ និងដឹកជញ្ជូន,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000257112937BC91D41962333FEC09A3341
519,bus_line_7_no_12,1420,12,យានដ្ឋានសប្បាយចិត្ត II,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D49C7CC97ECD1D4116B18DF53F993341
520,bus_line_7_no_13,1422,13,យានដ្ឋានសប្បាយចិត្ត II,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000049B4770840CD1D41F82A21232F993341
521,bus_line_7_no_14,1424,14,ការ៉ាស់់សាំង អិល អេច អរ,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000E743E191BFD11D417F9398AC19973341
522,bus_line_7_no_15,1426,15,ការ៉ាស់់សាំង អិល អេច អរ,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D829CF6F5CD11D4102C3B3F80B973341
523,bus_line_7_no_16,1428,16,ភោជនីីយដ្ឋាន The Terrace,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000AA8252CD8FD41D41E400DA97AB953341
524,bus_line_7_no_17,1430,17,ភោជនីីយដ្ឋាន The Terrace,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000475DD35057D41D4105904EA797953341
525,bus_line_7_no_18,1432,18,ក្រុមហ៊ុន ខេហ្វិច,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000970B195751D81D41F3E70B659E933341
526,bus_line_7_no_19,1434,19,ក្រុមហ៊ុន ខេហ្វិច,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000EE0D786543D81D41C96647BC39933341
527,bus_line_7_no_25,1448,25,សាលាអន្តរជាតិិ ហ្គោហ្គោ,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000005313CF7F0AD81D41704221A1B38D3341
528,bus_line_7_no_27,1452,27,ក្រុមហ៊ុន​ បូដាមិច,ខ្សែរថយន្តក្រុងទី ៧,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D738BD55FBD21D417C9178D8D58C3341
