_id,map_id,ogc_fid,stop_numbe,name,category,reference,language,the_geom
215,bus_line_2_no_16,600,16,ស្តុបកាកបាតក្រហម,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000C5A100B35F0B1E4148CB1CAB1E7D3341
216,bus_line_2_no_19,606,19,ក្រុមហ៊ុន ម៉ុង រិទ្ធីគ្រុប,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000004DD0FC1F830A1E41F49E9152517B3341
217,bus_line_2_no_18,604,18,ក្រុមហ៊ុន ម៉ុង រិទ្ធីគ្រុប,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000007D673FE6C40A1E417B117426547B3341
218,bus_line_2_no_20,610,20,វត្តថាន់,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000024E230062B0A1E4198D02F78BD793341
219,bus_line_2_no_53,682,53,លី ហ៊ុងលក់ទូរស័ព្ទដៃ,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000008518DB0A6C271E41428DA85A545D3341
220,bus_line_2_no_55,686,55,តេលា តាខ្មៅ,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000A85E68595C291E41118B84CF6D5C3341
221,bus_line_2_no_62,702,62,កាកបាទក្រហមកម្ពុជាសាខាខេត្តតាខ្មៅ,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000445552A5FC351E41C986CD5179563341
222,bus_line_2_no_61,700,61,វិទ្យាល័យ ហ៊ុ៊ន សែនតាខ្មៅ,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000482A92A0C2331E413E65E86D81573341
223,bus_line_2_no_59,694,59,សាលាអន្តរជាតិវេស្ទលែនដ៍,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000004BB7D545C22D1E41113D1A4F615A3341
224,bus_line_2_no_60,698,60,វត្តព្រែកសំរោង,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000599B23C5883C1E41B8F054FDCA573341
225,bus_line_2_no_58,692,58,វត្តតាខ្មៅ,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000004326662636371E413B71C42EED593341
226,bus_line_2_no_56,688,56,សាលារៀនសុវណ្ណបុត្រ,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000004C15C82DC4341E41DFC5A5C02D5B3341
227,bus_line_2_no_52,680,52,ចំណតកាណូតតាខ្មៅ,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000BCF85AF5102C1E41435B8FD33A5F3341
228,bus_line_2_no_57,690,57,ធនាគារ ABA សាខាតាខ្មៅ,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000004734C697CB2B1E418168A1284C5B3341
229,bus_line_3_no_2,734,2,គ្លីនិករ៉ាក់,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000973E52AB2CFA1D41469EF3F557913341
230,bus_line_3_no_4,778,4,មូដែន ៥,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000005E7E0DFFF5F91D413BCEB2CC03903341
231,bus_line_3_no_6,822,6,សាលាបឋមសិក្សាពញ្ញាក្រែក,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000001CCB7497A2F91D412F725A1C7A8D3341
232,bus_line_3_no_8,866,8,មណ្ឌលសុខភាពដូនពេញ,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000043102E7491FA1D41BEB4E8ABC98B3341
233,bus_line_3_no_10,714,10,សាលាកុលាប,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000051165F181FB1D416D443D0FE78A3341
234,bus_line_3_no_12,718,12,ផ្ទះសំណាក់សុភមង្គល,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000007601ABFF84FE1D4122AF9B138D893341
235,bus_line_3_no_14,722,14,ក្រុមហ៊ុន កាំមីនតែល,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000086BC7A5126021E412D55830D3A883341
236,bus_line_3_no_16,726,16,ភោជនីយដ្ឋានភ្នំពេញបុប្ផាភ្នំពេញទីតានិច,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000A6244180B1081E413B7BDC7D3E863341
237,bus_line_3_no_20,736,20,គ្រឹះស្ថានមីក្រូហិរញ្ញវត្ថុបរិបូរណ៍,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000091312858FE041E41BFA2B83598853341
238,bus_line_3_no_22,740,22,មន្ទីរពេទ្យអង្គឌួង,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000054C4D689D3021E41CAA3E4C7E9843341
239,bus_line_3_no_42,784,42,ប៊ូយ៉ុង ថោន,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000006DBD0F69BE1D4104A65A741F813341
240,bus_line_3_no_43,786,43,ប៊ូយ៉ុង ថោន,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D6CCF37050BE1D417E3DA30243813341
241,bus_line_3_no_49,798,49,ក្រសួងពាណិជ្ជកម្ម,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000000D3A5658089F1D41C24BEB8729813341
242,bus_line_3_no_50,802,50,មហាវិទ្យាល័យ សង្គមសាស្រ្ត និងមនុស្សសាស្ត្រ,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000026CF964369A1D41D4A64BFF12813341
243,bus_line_3_no_51,804,51,មហាវិទ្យាល័យ សង្គមសាស្រ្ត និងមនុស្សសាស្ត្រ,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000C50FFCDFC9991D41D2640E6B34813341
244,bus_line_3_no_53,808,53,វិទ្យាល័យហ៊ុនសែនពោធ៍ចិនតុង,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000576DA2AE72931D41899397703A813341
245,bus_line_3_no_55,812,55,ផ្សារស៊ិនជូរីផ្លាហ្សា,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000009B04731E748D1D417928D9F0D7803341
246,bus_line_3_no_56,814,56,សាលាសង្កាត់កាកាប,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D3B8204F5C881D41788707DDDC7F3341
247,bus_line_3_no_57,816,57,សាលាសង្កាត់កាកាប,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000003A6D4C9A23881D4177304BECF67F3341
248,bus_line_3_no_64,832,64,វត្តសុភាឃួន,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000F1688EE6A26D1D410BCB2CFB9B783341
249,bus_line_3_no_65,834,65,វត្តសុភាឃួន,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000008AB5F76C076D1D41CF687CAE9F783341
250,bus_line_3_no_61,826,61,បុរី ព្រីនថោន,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000003E8E767921771D41F785EA41457C3341
251,bus_line_3_no_60,824,60,បុរី ព្រីនថោន,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000006CB3ED6B88731D41DFA67A0D5D7B3341
252,bus_line_3_no_62,828,62,ដងនង្គ័ល,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000039635D99F16F1D4148D19226127A3341
253,bus_line_3_no_63,830,63,ដងនង្គ័ល,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000BC165CFE5F6F1D417091AA02147A3341
254,bus_line_3_no_66,836,66,រង្វង់មូល ចោមចៅ (ពាក់កណ្តាលតារាងយន្តហោះ),ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000106F03E15B641D418088CFDF38753341
255,bus_line_3_no_68,840,68,កងកម្លាំងវិស្វកម្មអគ្គបញ្ជាការដ្ឋាន ខ.ភ.ម,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000526EF0284F601D41DC82914CFF733341
256,bus_line_3_no_69,842,69,កងកម្លាំងវិស្វកម្មអគ្គបញ្ជាការដ្ឋាន ខ.ភ.ម,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000002F69FA95FF5F1D41E413835A08743341
257,bus_line_3_no_70,846,70,រោងចក្រដែក អែម.ខេ,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000CD0ED08F93551D41DD3912A41B703341
258,bus_line_3_no_71,848,71,រោងចក្រដែក អែម.ខេ,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000060BEF7E706551D41F36E1F9E27703341
259,bus_line_3_no_73,852,73,មជ្ឈមណ្ឌលអង្គការទស្សនៈកុមារ,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000A4A2074620531D41A5DC0001986D3341
260,bus_line_3_no_72,850,72,មជ្ឈមណ្ឌលអង្គការទស្សនៈកុមារ,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000008E4F6FB986531D41116943F59F6D3341
261,bus_line_3_no_74,854,74,វត្តជន្លង់ម្លូ,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000AFD36FC08D501D413C55C6C4A7673341
262,bus_line_3_no_75,856,75,វត្តជន្លង់ម្លូ,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000088C991B11E501D416EC4C887AE673341
263,bus_line_3_no_77,860,77,ក្លោងទ្វារវត្ត ត្រពាំងសិលា,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000B47367B0D9501D4170656E9CC0663341
264,bus_line_3_no_76,858,76,ក្លោងទ្វារវត្ត ត្រពាំងសិលា,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000DEC79593BE501D41D2F9F83FD0663341
265,bus_line_3_no_78,862,78,រោងចក្រក្រដាស ហ័រ ចេង,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000E4857EC79E5D1D41A0765C64DB663341
266,bus_line_3_no_79,864,79,រោងចក្រក្រដាស ហ័រ ចេង,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000001AF92C8995D1D41CD1834DEC2663341
267,bus_line_3_no_80,868,80,បុរីសន្តិភាព ២,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000002DFCD696E4651D41DED71A84CC663341
268,bus_line_3_no_3,756,3,គ្លីនិករ៉ាក់,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000C5E19FADC5F91D41A1C59AF155913341
269,bus_line_3_no_5,800,5,មូដែន ៥,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000BD4568C2B7F91D41E9390AF125903341
270,bus_line_3_no_7,844,7,សាលាបឋមសិក្សាពញ្ញាក្រែក,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000004990D8538F91D41F95AEA117E8D3341
271,bus_line_3_no_9,870,9,មណ្ឌលសុខភាពដូនពេញ,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D9174C905AFA1D4147C6409EBC8B3341
272,bus_line_3_no_11,716,11,សាលាកុលាប,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000007BF7009646FB1D416036CF54DF8A3341
273,bus_line_3_no_13,720,13,ផ្ទះសំណាក់សុភមង្គល,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000006D62388A42FE1D4196C480247F893341
274,bus_line_3_no_15,724,15,ក្រុមហ៊ុន កាំមីនតែល,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000006AD4CD53E6011E418D66FB932C883341
275,bus_line_3_no_17,728,17,ភោជនីយដ្ឋានភ្នំពេញបុប្ផាភ្នំពេញទីតានិច,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000054CB3CE88081E41C398148539863341
276,bus_line_3_no_19,732,19,ផ្សារមូលបត្រកម្ពុជា,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000A06480457A041E41E71E0122E0853341
277,bus_line_3_no_21,738,21,អគ្គនាយកដ្ឋានរតនាគារជាតិ,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000085E90D6B19021E41CF9AC499CB853341
278,bus_line_3_no_23,742,23,មន្ទីរពេទ្យអង្គឌួង,ខ្សែរថយន្តក្រុងទី ៣,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000001E9AC0FD86021E41C4BF18B6EA843341
279,bus_line_4_no_2,894,2,គ្លីនិករ៉ាក់,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000004D6B70E6C1F91D41F042832C56913341
280,bus_line_4_no_3,916,3,គ្លីនិករ៉ាក់,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000055AB5F9824FA1D417EEA487D52913341
281,bus_line_4_no_4,938,4,មូដែន ៥,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000F9ED2736B5F91D412FE1651B23903341
282,bus_line_4_no_5,960,5,មូដែន ៥,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000074F34607F9F91D411AF7FB7800903341
283,bus_line_4_no_6,982,6,សាលាបឋមសិក្សាពញ្ញាក្រែក,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000028CA160E39F91D4130499C297A8D3341
284,bus_line_4_no_7,1004,7,សាលាបឋមសិក្សាពញ្ញាក្រែក,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000ADED4DB0A0F91D410732B6C8768D3341
285,bus_line_4_no_8,1026,8,មណ្ឌលសុខភាពដូនពេញ,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000CBB5D79B50FA1D416C7A401BB68B3341
286,bus_line_4_no_9,1044,9,មណ្ឌលសុខភាពដូនពេញ,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000064C569959FFA1D41E2BE4E85C08B3341
287,bus_line_4_no_10,874,10,រង្វង់មូលកួចកាណុង,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000020E6F8E4FF51D41E2A68B117C8A3341
288,bus_line_4_no_12,878,12,ក្រសួងកិច្ចការនារី,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000879A92EBE2F61D41AA6132F82C8A3341
289,bus_line_2_no_8,708,8,មន្ទីរពេទ្យព្រះអង្គឌួង,ខ្សែរថយន្តក្រុងទី ២,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000063B39084BE021E41FCF2D328ED843341
290,bus_line_4_no_14,882,14,មជ្ឈមណ្ឌលជាតិគាំពារកុមារ និងទារក,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000865F18C800FD1D41E3CDEA0D8C883341
291,bus_line_4_no_15,884,15,មជ្ឈមណ្ឌលជាតិគាំពារកុមារ និងទារក,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D98F982152FD1D4124BEC64441883341
292,bus_line_4_no_17,888,17,មន្ទីរពេទ្យគន្ធបុប្ផា,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000009331760C38FF1D415E3D393C7F873341
293,bus_line_4_no_16,886,16,មន្ទីរពេទ្យគន្ធបុប្ផា,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000F8270B2B58FF1D4155D9BC65A3873341
294,bus_line_4_no_18,890,18,មន្ទីរពេទ្យអង្គឌួង,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000020CDDCF7B8021E411810D5C3EF843341
295,bus_line_4_no_19,892,19,មន្ទីរពេទ្យអង្គឌួង,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000079084EF87E021E4114BA9FA3E9843341
296,bus_line_4_no_21,898,21,ផ្សារធំថ្មី,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000087FAB10BA1FF1D41BB89305911843341
297,bus_line_4_no_20,896,20,ផ្សារធំថ្មី,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000A2421F1FD6001E415AF29C3508843341
298,bus_line_4_no_23,902,23,រោងកុនសូរីយា,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000006E42F20AA9FB1D4130DBB22B52833341
299,bus_line_4_no_22,900,22,រោងកុនសូរីយា,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000C5EE680E4EFC1D419559E1CC41833341
300,bus_line_4_no_24,904,24,រោងកុនអង្គរ,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000C950B44C15F81D41BF81A3FA81823341
301,bus_line_4_no_25,906,25,រោងកុនអង្គរ,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000006E27B08CF5F71D41C3A0A6CA99823341
302,bus_line_4_no_26,908,26,ផ្សារអូរឬស្សី,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000EBB742FF2BF31D41B89FDDEE86813341
303,bus_line_4_no_27,910,27,ផ្សារអូរឬស្សី,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000039B1098CFFF21D41D21747599E813341
304,bus_line_4_no_28,912,28,វត្តព្រះពុទ្ធមានបុណ្យ,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000A0C58FBED6ED1D416B0DE73D48803341
305,bus_line_4_no_29,914,29,វត្តព្រះពុទ្ធមានបុណ្យ,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000AEC800B527EE1D41CB28229184803341
306,bus_line_4_no_30,918,30,ផ្សារស៊ីធីម៉ល,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000028E58AE9B9E91D4143CE1C2E097F3341
307,bus_line_4_no_31,920,31,ផ្សារស៊ីធីម៉ល,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000009530037042EA1D4196E5E0F1487F3341
308,bus_line_4_no_32,922,32,សាលាអន្តរជាតិប៊ែលធី,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000005D90F5891E61D41162C2598447E3341
309,bus_line_4_no_33,924,33,សាលាអន្តរជាតិប៊ែលធី,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000003D3F6CABCBE71D4154D39956B17E3341
310,bus_line_4_no_34,926,34,សាលាអន្តរជាតិអូឡាំពិក,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000066DCA46F3DE21D414FB929D22E7D3341
311,bus_line_4_no_35,928,35,សាលាអន្តរជាតិអូឡាំពិក,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000B8C7A28F2DE21D412CCCC7F3507D3341
312,bus_line_4_no_37,932,36,សាលមហោស្របចេនឡា,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000F1B206C8EADE1D41F989C75E877C3341
313,bus_line_4_no_36,930,37,សាលមហោស្របចេនឡា,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000000BCD33DDB7DD1D417752B848137C3341
314,bus_line_4_no_38,934,38,ស្ពានអាកាសស្ទឹងមានជ័យ,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000AA2AC88C27D91D4132702795FA7A3341
315,bus_line_4_no_39,936,39,ស្ពានអាកាសស្ទឹងមានជ័យ,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000003CD71100D3D91D41D37D997B537B3341
316,bus_line_4_no_40,940,40,សាលាបឋមសិក្សាស្ទឹងមានជ័យ,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D13EF93999D31D41C133B0D3A9793341
317,bus_line_4_no_41,942,41,សាលាបឋមសិក្សាស្ទឹងមានជ័យ,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000D70E138DD7D21D4133D17A2899793341
318,bus_line_4_no_42,944,42,សកលវិទ្យាល័យឯកទេសនៃកម្ពុជា,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000E4225B6C28D11D416347233002793341
319,bus_line_4_no_43,946,43,សកលវិទ្យាល័យឯកទេសនៃកម្ពុជា,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F000001000000010100000060D9F5B6AED01D41656BCF6E0D793341
320,bus_line_4_no_45,950,45,វត្តនន្ទមុនី,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F0000010000000101000000AE7A26C06AC51D41FB36C11316763341
321,bus_line_4_no_44,948,44,វត្តនន្ទមុនី,ខ្សែរថយន្តក្រុងទី ៤,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000005A03F03A56C61D417B37702637763341
322,bus_line_4c_no_48,1084,48,បុរីប៉េងហួត,ខ្សែរថយន្តក្រុងទី ៤ C,Brochure_of_city_bus_stop__26.12.2018.pdf,Khmer,0104000020887F00000100000001010000000660225F8CC21D418E6227A659743341
